class,cap-shape,cap-color,gill-color,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,x,n,w,p,w,o,p,k,y,d
p,f,w,w,p,w,o,p,n,v,u
e,x,y,n,p,w,o,p,n,s,g
p,f,n,p,p,w,o,p,k,s,g
e,f,w,h,p,w,o,e,n,s,g
e,f,n,n,p,w,o,e,k,a,g
p,f,n,w,p,w,o,p,n,v,g
e,x,n,k,p,w,o,e,n,a,g
e,x,n,n,p,w,o,e,k,s,g
e,x,e,u,p,w,o,p,k,v,d
e,f,n,k,p,w,o,e,k,a,g
e,x,w,k,p,w,o,e,n,s,g
e,f,g,p,p,w,o,e,n,a,g
e,f,w,h,p,w,o,e,k,s,g
e,f,y,n,p,w,o,p,n,v,d
e,f,w,n,p,w,o,p,n,v,d
e,f,n,p,p,w,o,e,n,a,g
e,x,n,u,p,w,o,p,n,y,d
e,x,g,n,p,w,o,p,k,y,d
e,x,n,u,p,w,o,p,n,y,d
e,x,n,k,p,w,o,e,k,s,g
e,x,g,u,p,w,o,p,n,y,d
e,x,n,n,p,w,o,p,k,v,d
e,x,g,p,p,w,o,e,k,a,g
e,x,n,n,p,w,o,p,n,v,d
e,x,n,h,p,w,o,e,k,a,g
e,b,w,k,p,w,o,p,k,s,m
e,x,e,u,p,w,o,p,k,v,d
e,f,n,h,p,w,o,e,n,s,g
e,x,e,w,p,w,o,p,k,y,d
e,f,n,p,p,w,o,p,k,y,d
e,x,g,u,p,w,o,p,k,v,d
e,x,g,p,p,w,o,e,n,a,g
e,x,n,k,p,w,o,e,k,s,g
e,x,g,p,p,w,o,e,n,a,g
e,x,g,n,p,w,o,e,k,a,g
e,x,e,w,p,w,o,p,k,y,d
e,f,g,w,p,w,o,p,n,y,d
e,f,n,n,p,w,o,p,k,y,d
e,x,n,k,p,w,o,e,n,s,g
e,f,n,n,p,w,o,e,n,s,g
e,x,w,n,p,w,o,e,k,s,g
e,x,y,p,p,w,o,p,n,s,p
e,x,e,u,p,w,o,p,n,v,d
e,x,n,h,p,w,o,e,k,s,g
e,x,n,p,p,w,o,p,k,v,d
e,f,g,n,p,w,o,p,n,y,d
e,x,w,k,p,w,o,e,n,a,g
e,x,w,k,p,w,o,p,k,s,m
e,x,n,p,p,w,o,e,n,s,g
e,f,w,p,p,w,o,e,n,a,g
e,f,n,u,p,w,o,p,n,v,d
e,f,w,k,p,w,o,e,k,s,g
e,x,g,u,p,w,o,p,n,v,d
e,x,n,p,p,w,o,p,n,y,d
e,x,w,p,p,w,o,e,n,a,g
e,x,w,n,p,w,o,p,k,n,m
e,f,g,n,p,w,o,e,n,s,g
p,f,n,n,p,w,o,p,n,v,g
e,f,g,p,p,w,o,e,n,s,g
e,x,n,n,p,w,o,p,n,v,d
e,x,w,n,p,w,o,e,n,s,g
e,x,n,u,p,w,o,p,k,v,d
e,x,e,p,p,w,o,p,n,v,d
p,f,n,n,p,w,o,p,k,v,u
e,f,g,p,p,w,o,e,n,a,g
e,x,g,n,p,w,o,p,k,y,d
e,f,g,n,p,w,o,p,k,y,d
e,x,g,n,p,w,o,p,k,v,d
e,x,g,w,p,w,o,p,n,y,d
e,x,n,u,p,w,o,p,k,y,d
p,x,w,p,p,w,o,p,n,v,u
e,x,y,k,p,w,o,p,k,n,m
e,x,n,n,p,w,o,p,n,v,d
e,f,n,w,p,w,o,p,n,y,d
e,x,g,n,p,w,o,e,n,s,g
e,x,e,u,p,w,o,p,n,y,d
e,x,g,k,p,w,o,e,n,s,g
e,f,w,p,p,w,o,e,n,s,g
e,x,n,n,p,w,o,p,n,v,d
e,f,n,u,p,w,o,p,n,v,d
e,f,g,n,p,w,o,e,k,s,g
e,f,g,n,p,w,o,e,k,s,g
e,f,n,h,p,w,o,e,n,s,g
e,x,g,p,p,w,o,p,k,y,d
e,x,e,n,p,w,o,p,n,y,d
p,f,n,p,p,w,o,p,k,s,u
e,x,g,p,p,w,o,p,k,v,d
e,x,w,k,p,w,o,e,n,a,g
e,b,w,g,p,w,o,p,n,s,m
e,x,w,h,p,w,o,e,n,s,g
e,f,n,k,p,w,o,e,k,s,g
e,x,g,p,p,w,o,p,k,y,d
e,f,g,n,p,w,o,p,n,v,d
e,x,g,p,p,w,o,e,k,s,g
p,x,w,n,p,w,o,p,k,s,g
e,x,n,k,p,w,o,e,n,a,g
e,x,g,p,p,w,o,p,k,y,d
e,f,g,p,p,w,o,p,n,v,d
e,x,n,w,p,w,o,p,n,v,d
e,x,e,p,p,w,o,p,n,y,d
e,f,n,w,p,w,o,p,n,y,d
e,x,e,u,p,w,o,p,k,y,d
e,f,n,p,p,w,o,p,n,v,d
e,x,e,u,p,w,o,p,k,y,d
e,x,g,w,p,w,o,p,k,v,d
e,f,g,p,p,w,o,p,k,v,d
e,x,e,w,p,w,o,p,k,v,d
e,x,e,u,p,w,o,p,n,v,d
p,x,w,w,p,w,o,p,n,v,g
e,x,e,n,p,w,o,p,n,v,d
e,x,g,p,p,w,o,p,k,v,d
e,x,n,p,p,w,o,p,n,y,d
e,x,e,w,p,w,o,p,k,y,d
e,x,g,n,p,w,o,p,k,v,d
e,x,g,n,p,w,o,p,k,v,d
e,x,g,u,p,w,o,p,k,v,d
e,x,e,p,p,w,o,p,n,y,d
e,f,e,n,p,w,o,p,n,y,d
e,f,n,p,p,w,o,p,k,v,d
e,x,n,u,p,w,o,p,k,v,d
e,f,g,w,p,w,o,p,k,v,d
e,x,e,u,p,w,o,p,n,v,d
e,x,g,p,p,w,o,p,n,y,d
e,x,g,n,p,w,o,p,k,v,d
p,x,g,p,p,w,o,l,h,y,g
p,f,w,p,p,w,o,p,k,s,g
e,x,e,n,p,w,o,p,k,v,d
e,x,w,h,p,w,o,e,n,s,g
e,x,n,u,p,w,o,p,n,v,d
e,f,n,n,p,w,o,p,n,y,d
e,x,n,w,p,w,o,p,n,v,d
e,x,g,u,p,w,o,p,n,y,d
e,x,g,w,p,w,o,p,n,v,d
e,x,e,u,p,w,o,p,k,v,d
e,x,n,n,p,w,o,p,n,y,d
e,x,g,w,p,w,o,p,k,y,d
e,x,e,w,p,w,o,p,k,v,d
e,x,e,u,p,w,o,p,k,v,d
e,x,n,p,p,w,o,p,n,y,d
e,x,e,n,p,w,o,p,k,y,d
e,f,n,p,p,w,o,p,n,v,d
e,f,n,n,p,w,o,p,k,v,d
e,x,n,n,p,w,o,p,n,v,d
p,f,n,n,p,w,o,p,n,v,u
e,f,e,u,p,w,o,p,n,y,d
p,x,w,w,p,w,o,p,k,s,g
e,x,e,u,p,w,o,p,k,y,d
e,f,n,p,p,w,o,p,k,y,d
e,x,n,u,p,w,o,p,n,v,d
e,f,e,p,p,w,o,p,n,v,d
e,x,e,n,p,w,o,p,n,y,d
e,x,g,p,p,w,o,p,n,v,d
e,x,n,n,p,w,o,p,n,y,d
e,f,n,u,p,w,o,p,n,v,d
e,f,n,w,p,w,o,p,n,y,d
e,x,e,u,p,w,o,p,k,v,d
e,x,n,u,p,w,o,p,k,y,d
e,x,e,p,p,w,o,p,n,y,d
e,f,g,p,p,w,o,p,k,v,d
e,x,n,u,p,w,o,p,k,y,d
e,f,n,u,p,w,o,p,n,y,d
e,x,e,n,p,w,o,p,n,y,d
e,x,e,w,p,w,o,p,n,y,d
e,x,g,p,p,w,o,p,k,y,d
e,x,g,n,p,w,o,p,k,y,d
e,x,e,p,p,w,o,p,n,v,d
e,x,g,p,p,w,o,p,k,v,d
e,x,g,n,p,w,o,p,n,v,d
e,f,g,n,p,w,o,p,n,v,d
e,x,g,n,p,w,o,p,k,v,d
e,x,e,n,p,w,o,p,n,y,d
e,f,n,p,p,w,o,p,k,v,d
e,f,n,w,p,w,o,p,k,y,d
e,x,e,p,p,w,o,p,n,v,d
p,x,g,p,p,w,o,l,h,y,d
e,x,g,u,p,w,o,p,k,y,d
e,x,e,w,p,w,o,p,n,y,d
e,x,n,u,p,w,o,p,n,v,d
e,f,n,p,p,w,o,p,n,y,d
e,x,e,w,p,w,o,p,k,v,d
e,f,n,p,p,w,o,p,k,v,d
e,f,n,p,p,w,o,p,k,y,d
e,f,g,p,p,w,o,p,k,y,d
e,x,e,n,p,w,o,p,k,y,d
e,x,g,w,p,w,o,p,k,v,d
e,x,g,u,p,w,o,p,n,v,d
e,x,n,u,p,w,o,p,k,v,d
e,x,g,w,p,w,o,p,k,y,d
e,x,g,k,p,w,o,e,n,s,g
e,x,e,u,p,w,o,p,k,y,d
e,f,g,p,p,w,o,p,k,y,d
e,x,e,n,p,w,o,p,n,v,d
e,f,g,n,p,w,o,p,k,v,d
e,x,g,u,p,w,o,p,k,y,d
e,x,g,n,p,w,o,p,n,v,d
e,f,g,p,p,w,o,p,n,y,d
e,x,w,p,p,w,o,e,n,a,g
e,x,n,w,p,w,o,p,n,y,d
e,f,n,w,p,w,o,p,k,v,d
e,f,g,p,p,w,o,p,k,y,d
e,x,g,w,p,w,o,p,k,y,d
e,x,e,u,p,w,o,p,n,v,d
e,x,e,u,p,w,o,p,k,v,d
e,x,n,w,p,w,o,p,k,y,d
e,f,g,w,p,w,o,p,k,y,d
e,x,g,w,p,w,o,p,n,v,d
p,x,p,g,p,w,o,p,n,s,d
e,x,n,p,p,w,o,p,n,y,d
e,f,g,n,p,w,o,p,k,v,d
e,x,e,p,p,w,o,p,k,y,d
e,f,n,p,p,w,o,p,n,v,d
e,x,n,w,p,w,o,p,n,v,d
e,x,g,w,p,w,o,p,n,y,d
e,f,n,p,p,w,o,p,n,v,d
e,x,n,n,p,w,o,p,k,v,d
e,x,n,w,p,w,o,p,k,v,d
e,x,e,w,p,w,o,p,n,v,d
e,f,g,p,p,w,o,p,k,v,d
e,x,e,n,p,w,o,p,n,v,d
e,x,e,u,p,w,o,p,n,v,d
e,f,n,w,p,w,o,p,n,y,d
e,x,e,p,p,w,o,p,k,v,d
e,x,e,n,p,w,o,p,n,y,d
e,x,w,k,p,w,o,e,n,s,g
e,x,g,p,p,w,o,p,k,y,d
e,x,e,p,p,w,o,p,k,v,d
e,x,g,p,p,w,o,p,n,v,d
e,x,e,w,p,w,o,p,k,v,d
e,x,g,p,p,w,o,p,n,y,d
e,f,e,p,p,w,o,p,n,v,d
e,f,g,p,p,w,o,p,k,v,d
e,x,e,p,p,w,o,p,k,y,d
e,x,g,p,p,w,o,p,n,y,d
e,f,g,h,p,w,o,e,k,s,g
p,x,g,g,p,w,o,l,h,y,p
e,x,e,p,p,w,o,p,k,y,d
e,x,e,w,p,w,o,p,n,y,d
p,f,w,w,p,w,o,p,k,v,g
e,f,n,u,p,w,o,p,k,y,d
e,x,e,n,p,w,o,p,n,y,d
e,x,e,n,p,w,o,p,k,v,d
e,x,g,n,p,w,o,p,k,v,d
e,x,g,p,p,w,o,p,n,v,d
e,x,g,n,p,w,o,e,n,a,g
e,x,n,u,p,w,o,p,n,y,d
e,f,e,n,p,w,o,p,k,y,d
e,x,g,u,p,w,o,p,n,y,d
e,f,n,w,p,w,o,p,k,y,d
e,f,g,h,p,w,o,e,n,s,g
e,f,g,p,p,w,o,p,n,v,d
e,x,n,w,p,w,o,p,k,v,d
e,f,g,p,p,w,o,p,k,y,d
e,f,n,u,p,w,o,p,n,y,d
e,x,g,w,p,w,o,p,n,v,d
e,x,e,u,p,w,o,p,n,v,d
e,x,n,n,p,w,o,p,n,v,d
e,f,g,n,p,w,o,e,n,a,g
e,x,n,w,p,w,o,p,k,y,d
e,f,n,n,p,w,o,p,k,y,d
e,x,e,w,p,w,o,p,n,y,d
e,x,e,w,p,w,o,p,k,y,d
e,x,n,n,p,w,o,p,k,y,d
e,f,w,h,p,w,o,e,k,a,g
e,x,n,p,p,w,o,p,n,v,d
e,x,e,p,p,w,o,p,k,y,d
e,x,g,p,p,w,o,p,n,v,d
e,f,g,n,p,w,o,p,n,v,d
e,f,n,n,p,w,o,e,k,s,g
e,f,g,n,p,w,o,p,k,v,d
e,x,e,u,p,w,o,p,k,y,d
e,f,g,n,p,w,o,p,k,v,d
e,x,n,u,p,w,o,p,n,y,d
e,x,e,u,p,w,o,p,k,y,d
e,x,n,w,p,w,o,p,n,y,d
e,x,g,n,p,w,o,p,n,v,d
e,f,g,w,p,w,o,p,n,v,d
e,x,n,p,p,w,o,p,k,y,d
e,x,n,u,p,w,o,p,n,y,d
e,x,e,p,p,w,o,p,n,v,d
e,f,g,n,p,w,o,p,k,y,d
e,x,n,p,p,w,o,p,k,y,d
p,x,p,n,p,w,o,p,k,v,d
e,f,g,w,p,w,o,p,k,y,d
e,f,n,p,p,w,o,p,n,y,d
p,f,n,p,p,w,o,p,k,s,u
e,x,n,u,p,w,o,p,k,y,d
e,x,g,u,p,w,o,p,k,y,d
e,x,e,n,p,w,o,p,k,v,d
e,x,e,n,p,w,o,p,n,v,d
e,x,e,p,p,w,o,p,k,v,d
e,x,g,p,p,w,o,p,n,y,d
e,f,w,n,p,w,o,e,k,s,g
e,x,g,p,p,w,o,p,n,v,d
e,x,n,p,p,w,o,e,n,s,g
e,x,n,w,p,w,o,p,n,y,d
e,x,g,p,p,w,o,p,k,v,d
e,x,e,p,p,w,o,p,n,v,d
e,x,n,u,p,w,o,p,k,v,d
e,x,g,w,p,w,o,p,n,v,d
e,x,g,w,p,w,o,p,k,y,d
e,x,g,w,p,w,o,p,k,v,d
e,x,g,n,p,w,o,p,n,y,d
e,f,g,p,p,w,o,p,n,v,d
e,x,e,p,p,w,o,p,k,v,d
e,x,e,n,p,w,o,p,k,y,d
e,x,n,w,p,w,o,p,n,v,d
e,x,n,w,p,w,o,p,n,y,d
e,f,n,n,p,w,o,p,k,v,d
e,f,n,p,p,w,o,p,n,y,d
e,x,g,u,p,w,o,p,n,v,d
e,x,e,w,p,w,o,p,k,y,d
e,f,n,w,p,w,o,p,k,v,d
e,x,e,p,p,w,o,p,k,v,d
e,f,n,w,p,w,o,p,k,y,d
e,x,g,p,p,w,o,p,k,y,d
e,f,n,n,p,w,o,p,n,v,d
e,x,g,w,p,w,o,p,k,y,d
e,x,e,w,p,w,o,p,k,v,d
e,x,n,p,p,w,o,p,k,y,d
e,x,g,w,p,w,o,p,k,y,d
e,x,e,u,p,w,o,p,n,y,d
e,x,n,u,p,w,o,p,k,v,d
e,f,n,w,p,w,o,p,n,y,d
e,f,g,u,p,w,o,p,n,v,d
e,x,n,w,p,w,o,p,k,v,d
e,x,e,w,p,w,o,p,k,y,d
e,f,n,w,p,w,o,p,k,v,d
e,x,n,w,p,w,o,p,k,v,d
e,f,n,n,p,w,o,p,k,y,d
e,x,e,u,p,w,o,p,n,y,d
e,x,e,u,p,w,o,p,n,y,d
e,x,g,w,p,w,o,p,n,v,d
e,x,g,p,p,w,o,p,n,v,d
e,f,e,u,p,w,o,p,n,v,d
e,x,n,w,p,w,o,p,n,y,d
e,x,e,n,p,w,o,p,n,y,d
e,x,g,u,p,w,o,p,n,v,d
e,x,g,u,p,w,o,p,k,y,d
e,x,e,u,p,w,o,p,n,v,d
e,f,n,w,p,w,o,p,n,v,d
e,x,n,p,p,w,o,p,n,y,d
e,x,g,u,p,w,o,p,k,v,d
e,x,w,h,p,w,o,e,n,s,g
e,f,g,w,p,w,o,p,n,y,d
e,f,g,n,p,w,o,e,n,s,g
e,f,n,u,p,w,o,p,n,y,d
e,x,e,w,p,w,o,p,k,y,d
p,f,w,w,p,w,o,p,n,s,u
e,x,g,n,p,w,o,p,k,v,d
e,f,n,w,p,w,o,p,k,y,d
e,x,g,w,p,w,o,p,n,y,d
e,x,e,n,p,w,o,p,k,v,d
e,f,g,n,p,w,o,p,k,v,d
e,x,n,p,p,w,o,p,n,y,d
e,x,e,n,p,w,o,p,k,y,d
e,x,n,n,p,w,o,p,n,v,d
e,x,n,n,p,w,o,p,n,y,d
e,f,n,p,p,w,o,p,k,y,d
e,x,g,u,p,w,o,p,k,y,d
e,x,n,n,p,w,o,p,k,y,d
e,x,e,w,p,w,o,p,k,v,d
e,f,n,p,p,w,o,p,k,y,d
e,x,e,n,p,w,o,p,k,v,d
e,f,w,k,p,w,o,e,n,a,g
e,x,n,n,p,w,o,p,k,v,d
e,x,g,w,p,w,o,p,k,y,d
e,x,n,w,p,w,o,p,k,y,d
e,x,e,p,p,w,o,p,n,y,d
e,f,n,n,p,w,o,p,k,y,d
e,x,n,u,p,w,o,p,n,v,d
e,x,n,p,p,w,o,p,n,y,d
p,f,w,w,p,w,o,p,n,v,u
e,x,g,w,p,w,o,p,k,v,d
e,f,w,k,p,w,o,e,k,s,g
e,x,g,p,p,w,o,e,n,s,g
e,x,g,p,p,w,o,p,k,v,d
e,f,n,n,p,w,o,p,k,y,d
e,x,e,n,p,w,o,p,k,v,d
e,x,g,n,p,w,o,p,k,v,d
e,f,n,u,p,w,o,p,k,y,d
e,x,n,w,p,w,o,p,n,v,d
p,x,g,h,p,w,o,l,h,y,d
e,x,e,w,p,w,o,p,k,y,d
e,x,n,h,p,w,o,e,k,a,g
p,x,w,n,p,w,o,p,n,v,g
e,x,g,p,p,w,o,p,n,y,d
e,f,n,n,p,w,o,p,n,v,d
e,x,n,p,p,w,o,p,k,y,d
e,x,g,u,p,w,o,p,k,v,d
e,x,g,w,p,w,o,p,k,v,d
e,f,n,u,p,w,o,p,n,v,d
e,f,n,u,p,w,o,p,k,y,d
e,x,g,u,p,w,o,p,k,v,d
e,f,g,n,p,w,o,p,n,y,d
e,x,e,u,p,w,o,p,n,y,d
e,x,e,n,p,w,o,p,k,y,d
p,x,w,n,p,w,o,p,k,v,g
e,f,g,n,p,w,o,p,k,v,d
e,x,g,p,p,w,o,p,k,v,d
e,f,e,w,p,w,o,p,k,v,d
e,f,g,p,p,w,o,p,k,v,d
e,x,n,w,p,w,o,p,n,v,d
e,x,e,w,p,w,o,p,n,y,d
e,x,e,w,p,w,o,p,n,y,d
e,x,e,w,p,w,o,p,k,y,d
e,f,g,n,p,w,o,p,n,y,d
e,x,g,p,p,w,o,p,k,v,d
e,f,n,p,p,w,o,p,n,v,d
e,x,n,p,p,w,o,p,n,v,d
e,x,g,n,p,w,o,p,k,v,d
e,x,g,u,p,w,o,p,n,v,d
e,x,n,p,p,w,o,p,k,y,d
e,f,n,w,p,w,o,p,n,v,d
e,x,n,u,p,w,o,p,k,y,d
e,x,n,p,p,w,o,p,k,y,d
e,f,n,p,p,w,o,p,k,v,d
e,x,n,u,p,w,o,p,n,y,d
e,x,n,p,p,w,o,p,n,v,d
e,x,n,p,p,w,o,p,k,y,d
e,f,g,n,p,w,o,p,n,y,d
e,x,e,u,p,w,o,p,n,y,d
e,f,n,p,p,w,o,p,n,v,d
p,x,p,g,p,w,o,p,k,v,d
e,x,e,u,p,w,o,p,n,y,d
e,f,n,w,p,w,o,p,k,y,d
e,x,n,w,p,w,o,p,k,y,d
e,f,e,u,p,w,o,p,n,v,d
e,x,e,n,p,w,o,p,k,y,d
e,x,g,w,p,w,o,p,n,y,d
e,x,g,n,p,w,o,p,n,y,d
e,x,g,p,p,w,o,p,k,v,d
e,x,g,u,p,w,o,p,n,y,d
e,f,g,p,p,w,o,p,n,y,d
e,x,e,u,p,w,o,p,n,v,d
e,f,n,p,p,w,o,p,k,y,d
e,f,e,u,p,w,o,p,k,v,d
e,x,g,u,p,w,o,p,n,y,d
e,x,g,w,p,w,o,p,k,y,d
e,x,g,n,p,w,o,p,k,y,d
p,x,g,h,p,w,o,l,h,y,g
e,x,n,u,p,w,o,p,k,v,d
e,x,e,p,p,w,o,p,n,y,d
e,x,n,w,p,w,o,p,k,v,d
e,f,n,p,p,w,o,p,n,y,d
e,f,n,p,p,w,o,p,k,v,d
e,f,g,n,p,w,o,p,k,y,d
e,f,g,p,p,w,o,p,n,y,d
e,x,g,w,p,w,o,p,n,y,d
e,x,g,k,p,w,o,e,n,a,g
e,x,g,n,p,w,o,p,k,y,d
e,x,e,p,p,w,o,p,k,y,d
e,f,n,p,p,w,o,p,k,v,d
e,x,e,n,p,w,o,p,n,y,d
e,x,g,p,p,w,o,p,n,v,d
e,x,n,p,p,w,o,p,k,y,d
e,x,e,w,p,w,o,p,n,v,d
e,x,n,w,p,w,o,p,k,v,d
e,f,g,p,p,w,o,p,k,y,d
e,x,g,n,p,w,o,p,k,y,d
e,x,g,u,p,w,o,p,k,v,d
e,f,n,u,p,w,o,p,n,y,d
e,x,g,p,p,w,o,p,k,v,d
e,f,n,p,p,w,o,p,n,v,d
e,x,e,p,p,w,o,p,k,v,d
e,x,n,u,p,w,o,p,k,y,d
e,x,g,w,p,w,o,p,k,v,d
e,f,g,p,p,w,o,p,k,v,d
e,x,g,p,p,w,o,p,n,v,d
e,x,n,w,p,w,o,p,k,v,d
e,x,g,w,p,w,o,p,n,v,d
e,x,g,p,p,w,o,p,n,y,d
e,x,e,n,p,w,o,p,n,v,d
e,x,n,w,p,w,o,p,k,v,d
e,x,g,u,p,w,o,p,k,y,d
p,f,n,k,p,w,o,p,k,s,u
e,x,g,n,p,w,o,e,n,s,g
e,x,g,u,p,w,o,p,k,v,d
e,x,e,n,p,w,o,p,k,y,d
p,x,p,u,p,w,o,p,n,s,d
e,x,n,w,p,w,o,p,k,y,d
e,x,e,p,p,w,o,p,k,v,d
e,x,n,p,p,w,o,p,n,y,d
e,x,e,u,p,w,o,p,k,v,d
e,x,w,k,p,w,o,e,n,s,g
e,f,g,p,p,w,o,p,n,v,d
e,x,g,n,p,w,o,p,n,v,d
e,x,g,n,p,w,o,p,n,v,d
e,x,e,n,p,w,o,p,n,y,d
e,x,g,n,p,w,o,p,k,v,d
e,x,g,w,p,w,o,p,n,v,d
e,x,e,p,p,w,o,p,k,y,d
p,f,w,p,p,w,o,p,n,v,u
e,f,n,u,p,w,o,p,n,y,d
e,x,e,w,p,w,o,p,k,y,d
e,x,e,n,p,w,o,p,n,v,d
e,x,g,p,p,w,o,p,k,v,d
e,f,w,h,p,w,o,e,k,s,g
e,x,n,k,p,w,o,e,n,a,g
e,x,n,w,p,w,o,p,k,v,d
e,f,n,n,p,w,o,p,n,v,d
e,x,e,p,p,w,o,p,n,y,d
e,x,e,u,p,w,o,p,n,y,d
e,x,e,p,p,w,o,p,n,y,d
e,f,n,w,p,w,o,p,k,y,d
e,x,g,w,p,w,o,p,k,v,d
e,f,n,w,p,w,o,p,k,v,d
e,f,e,n,p,w,o,p,n,y,d
e,x,e,w,p,w,o,p,n,v,d
p,x,w,p,p,w,o,p,n,s,d
e,f,n,u,p,w,o,p,k,y,d
e,f,g,p,p,w,o,p,n,y,d
e,f,n,u,p,w,o,p,k,v,d
e,x,n,p,p,w,o,p,k,v,d
e,x,e,w,p,w,o,p,k,y,d
e,f,w,n,p,w,o,e,n,s,g
e,x,g,u,p,w,o,p,n,y,d
e,x,e,p,p,w,o,p,k,v,d
e,f,n,n,p,w,o,p,n,v,d
e,f,n,p,p,w,o,p,k,v,d
e,x,n,n,p,w,o,p,k,y,d
e,x,g,n,p,w,o,p,n,y,d
e,x,n,n,p,w,o,p,k,v,d
e,x,g,u,p,w,o,p,n,y,d
e,x,n,w,p,w,o,p,k,y,d
e,x,n,p,p,w,o,p,k,v,d
e,f,n,p,p,w,o,p,n,y,d
e,x,g,n,p,w,o,p,n,v,d
e,x,e,w,p,w,o,p,k,y,d
e,x,n,n,p,w,o,p,k,y,d
p,x,g,g,p,w,o,l,h,y,p
e,f,g,u,p,w,o,p,k,v,d
e,x,e,u,p,w,o,p,k,v,d
p,x,g,h,p,w,o,l,h,v,d
e,x,e,n,p,w,o,p,k,v,d
e,x,e,n,p,w,o,p,k,v,d
p,x,g,h,p,w,o,l,h,y,d
p,x,p,n,p,w,o,p,n,s,d
e,x,g,u,p,w,o,p,k,v,d
e,f,g,p,p,w,o,p,n,y,d
e,x,g,u,p,w,o,p,n,v,d
e,x,g,w,p,w,o,p,k,y,d
e,x,g,n,p,w,o,p,n,v,d
e,f,g,n,p,w,o,p,n,y,d
e,x,g,w,p,w,o,p,n,y,d
e,x,e,p,p,w,o,p,k,v,d
e,x,n,w,p,w,o,p,k,y,d
e,x,n,u,p,w,o,p,k,v,d
e,f,n,p,p,w,o,p,k,y,d
e,f,n,u,p,w,o,p,n,v,d
e,f,g,n,p,w,o,p,k,y,d
e,x,g,p,p,w,o,p,k,y,d
e,x,n,u,p,w,o,p,n,v,d
e,x,e,w,p,w,o,p,n,v,d
e,f,n,u,p,w,o,p,n,v,d
e,x,g,n,p,w,o,p,n,v,d
e,x,n,u,p,w,o,p,k,y,d
p,x,w,g,p,w,o,p,k,v,d
e,f,n,u,p,w,o,p,k,y,d
e,x,e,w,p,w,o,p,n,v,d
e,x,n,n,p,w,o,p,n,y,d
e,f,g,n,p,w,o,p,k,v,d
e,x,e,w,p,w,o,p,k,y,d
p,x,g,p,p,w,o,l,h,y,d
e,x,e,n,p,w,o,p,k,y,d
e,f,g,p,p,w,o,p,n,v,d
e,f,e,w,p,w,o,p,k,v,d
e,x,e,p,p,w,o,p,n,v,d
p,x,g,p,p,w,o,l,h,v,g
e,x,n,w,p,w,o,p,n,y,d
e,x,n,p,p,w,o,p,k,v,d
e,x,n,p,p,w,o,p,k,v,d
e,x,n,n,p,w,o,p,k,y,d
e,x,g,u,p,w,o,p,n,y,d
e,x,n,n,p,w,o,p,k,y,d
e,x,g,p,p,w,o,p,k,y,d
e,x,e,n,p,w,o,p,k,y,d
e,x,e,n,p,w,o,p,k,v,d
e,x,g,p,p,w,o,p,n,v,d
e,f,e,n,p,w,o,p,n,v,d
e,f,n,n,p,w,o,p,k,v,d
e,f,n,w,p,w,o,p,n,v,d
e,x,g,p,p,w,o,p,n,v,d
e,x,g,w,p,w,o,p,n,y,d
e,x,e,u,p,w,o,p,k,v,d
e,f,n,w,p,w,o,p,n,v,d
e,f,n,p,p,w,o,p,n,v,d
e,x,e,p,p,w,o,p,k,y,d
e,x,n,n,p,w,o,p,n,v,d
e,f,n,p,p,w,o,p,k,y,d
e,f,n,w,p,w,o,p,n,v,d
p,x,g,g,p,w,o,l,h,v,p
e,x,g,n,p,w,o,p,k,y,d
e,x,n,w,p,w,o,p,n,y,d
e,x,g,n,p,w,o,p,n,y,d
e,x,g,n,p,w,o,p,n,y,d
e,x,g,w,p,w,o,p,k,v,d
e,f,n,u,p,w,o,p,k,y,d
e,f,g,n,p,w,o,p,k,y,d
e,x,n,n,p,w,o,p,k,v,d
e,x,e,w,p,w,o,p,k,y,d
e,f,n,n,p,w,o,p,n,v,d
p,x,g,g,p,w,o,l,h,v,p
e,x,e,p,p,w,o,p,n,v,d
e,f,n,n,p,w,o,p,n,v,d
e,x,e,n,p,w,o,p,k,y,d
e,x,e,n,p,w,o,p,n,v,d
e,x,e,p,p,w,o,p,k,y,d
e,f,g,w,p,w,o,p,n,v,d
e,f,n,u,p,w,o,p,n,y,d
e,x,g,n,p,w,o,p,n,y,d
e,f,g,p,p,w,o,p,k,v,d
e,x,n,w,p,w,o,p,k,y,d
e,x,g,p,p,w,o,p,n,y,d
e,x,g,u,p,w,o,p,n,y,d
e,x,n,w,p,w,o,p,n,y,d
e,x,e,p,p,w,o,p,k,y,d
e,f,n,u,p,w,o,p,n,v,d
e,x,e,n,p,w,o,p,n,v,d
e,x,n,n,p,w,o,p,n,y,d
e,f,n,u,p,w,o,p,k,y,d
e,x,e,p,p,w,o,p,n,v,d
e,x,g,w,p,w,o,p,n,v,d
e,x,n,p,p,w,o,p,n,v,d
p,x,g,g,p,w,o,p,n,v,d
e,f,g,n,p,w,o,p,n,v,d
e,x,n,w,p,w,o,p,n,y,d
e,f,n,p,p,w,o,e,k,a,g
e,f,n,w,p,w,o,p,n,v,d
e,x,g,n,p,w,o,p,n,y,d
e,f,g,w,p,w,o,p,n,v,d
e,x,g,w,p,w,o,p,n,v,d
e,f,e,p,p,w,o,p,n,v,d
e,x,g,n,p,w,o,p,n,y,d
