,Dominant Topic,Keywords,Number of Documents,(Doc) Percentage
734,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
735,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
736,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
737,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
738,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
739,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
740,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
741,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
742,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
743,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
744,9.0,"make, work, government, money, year, pay, job, support, people, time",,
745,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
746,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
747,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
748,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
749,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
750,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
751,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
752,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
753,6.0,"team, game, play, player, line, season, point, goal, win, year",,
754,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
755,9.0,"make, work, government, money, year, pay, job, support, people, time",,
756,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
757,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
758,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
759,23.0,"time, find, point, problem, book, give, work, call, line, read",,
760,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
761,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
762,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
763,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
764,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
765,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
766,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
767,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
768,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
769,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
770,23.0,"time, find, point, problem, book, give, work, call, line, read",,
771,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
772,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
773,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
774,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
775,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
776,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
777,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
778,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
779,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
780,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
781,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
782,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
783,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
784,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
785,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
786,9.0,"make, work, government, money, year, pay, job, support, people, time",,
787,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
788,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
789,6.0,"team, game, play, player, line, season, point, goal, win, year",,
790,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
791,23.0,"time, find, point, problem, book, give, work, call, line, read",,
792,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
793,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
794,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
795,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
796,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
797,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
798,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
799,6.0,"team, game, play, player, line, season, point, goal, win, year",,
800,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
801,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
802,5.0,"high, large, number, low, rate, level, small, report, difference, water",,
803,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
804,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
805,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
806,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
807,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
808,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
809,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
810,9.0,"make, work, government, money, year, pay, job, support, people, time",,
811,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
812,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
813,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
814,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
815,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
816,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
817,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
818,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
819,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
820,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
821,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
822,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
823,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
824,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
825,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
826,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
827,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
828,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
829,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
830,9.0,"make, work, government, money, year, pay, job, support, people, time",,
831,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
832,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
833,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
834,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
835,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
836,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
837,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
838,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
839,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
840,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
841,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
842,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
843,23.0,"time, find, point, problem, book, give, work, call, line, read",,
844,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
845,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
846,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
847,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
848,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
849,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
850,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
851,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
852,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
853,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
854,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
855,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
856,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
857,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
858,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
859,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
860,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
861,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
862,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
863,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
864,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
865,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
866,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
867,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
868,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
869,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
870,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
871,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
872,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
873,24.0,"file, line, program, read, copy, change, entry, number, write, follow",,
874,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
875,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
876,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
877,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
878,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
879,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
880,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
881,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
882,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
883,6.0,"team, game, play, player, line, season, point, goal, win, year",,
884,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
885,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
886,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
887,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
888,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
889,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
890,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
891,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
892,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
893,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
894,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
895,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
896,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
897,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
898,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
899,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
900,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
901,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
902,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
903,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
904,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
905,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
906,6.0,"team, game, play, player, line, season, point, goal, win, year",,
907,9.0,"make, work, government, money, year, pay, job, support, people, time",,
908,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
909,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
910,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
911,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
912,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
913,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
914,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
915,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
916,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
917,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
918,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
919,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
920,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
921,5.0,"high, large, number, low, rate, level, small, report, difference, water",,
922,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
923,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
924,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
925,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
926,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
927,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
928,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
929,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
930,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
931,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
932,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
933,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
934,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
935,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
936,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
937,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
938,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
939,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
940,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
941,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
942,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
943,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
944,5.0,"high, large, number, low, rate, level, small, report, difference, water",,
945,24.0,"file, line, program, read, copy, change, entry, number, write, follow",,
946,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
947,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
948,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
949,9.0,"make, work, government, money, year, pay, job, support, people, time",,
950,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
951,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
952,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
953,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
954,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
955,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
956,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
957,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
958,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
959,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
960,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
961,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
962,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
963,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
964,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
965,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
966,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
967,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
968,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
969,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
970,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
971,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
972,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
973,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
974,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
975,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
976,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
977,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
978,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
979,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
980,6.0,"team, game, play, player, line, season, point, goal, win, year",,
981,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
982,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
983,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
984,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
985,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
986,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
987,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
988,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
989,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
990,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
991,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
992,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
993,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
994,23.0,"time, find, point, problem, book, give, work, call, line, read",,
995,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
996,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
997,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
998,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
999,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
1000,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
1001,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
1002,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
1003,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
1004,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
1005,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
1006,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
1007,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
1008,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
1009,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
1010,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
1011,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
1012,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
1013,9.0,"make, work, government, money, year, pay, job, support, people, time",,
1014,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
1015,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
1016,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
1017,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
1018,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
1019,5.0,"high, large, number, low, rate, level, small, report, difference, water",,
1020,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
1021,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
1022,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
1023,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
1024,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
1025,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
1026,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
1027,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1028,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
1029,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
1030,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
1031,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
1032,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
1033,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1034,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
1035,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
1036,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
1037,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
1038,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1039,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
1040,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
1041,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1042,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
1043,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
1044,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
1045,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
1046,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
1047,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
1048,9.0,"make, work, government, money, year, pay, job, support, people, time",,
1049,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
1050,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
1051,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
1052,6.0,"team, game, play, player, line, season, point, goal, win, year",,
1053,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
1054,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1055,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
1056,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
1057,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
1058,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
1059,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
1060,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1061,24.0,"file, line, program, read, copy, change, entry, number, write, follow",,
1062,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
1063,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1064,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
1065,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1066,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
1067,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
1068,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
1069,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
1070,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
1071,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
1072,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
1073,8.0,"ax, line, host, nntp_posting, reply, _, part, keyword, computer_science, ad",,
1074,6.0,"team, game, play, player, line, season, point, goal, win, year",,
1075,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
1076,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
1077,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
1078,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
1079,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
1080,6.0,"team, game, play, player, line, season, point, goal, win, year",,
1081,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1082,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
1083,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
1084,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
1085,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1086,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
1087,9.0,"make, work, government, money, year, pay, job, support, people, time",,
1088,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
1089,6.0,"team, game, play, player, line, season, point, goal, win, year",,
1090,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
1091,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
1092,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
1093,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
1094,6.0,"team, game, play, player, line, season, point, goal, win, year",,
1095,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
1096,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
1097,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
1098,5.0,"high, large, number, low, rate, level, small, report, difference, water",,
1099,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
1100,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1101,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
1102,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
1103,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
1104,6.0,"team, game, play, player, line, season, point, goal, win, year",,
1105,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1106,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
1107,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1108,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
1109,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1110,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
1111,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
1112,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1113,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
1114,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
1115,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
1116,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
1117,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
1118,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
1119,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
1120,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
1121,9.0,"make, work, government, money, year, pay, job, support, people, time",,
1122,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
1123,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
1124,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
1125,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
1126,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
1127,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
1128,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
1129,6.0,"team, game, play, player, line, season, point, goal, win, year",,
1130,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
1131,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
1132,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
1133,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
1134,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
1135,9.0,"make, work, government, money, year, pay, job, support, people, time",,
1136,6.0,"team, game, play, player, line, season, point, goal, win, year",,
